ID,Timestamp,Contents,Attachments
914256714998636595,2021-11-27 20:49:46.924000+00:00,"Okay, someone asked on a stream ""Do fish Drink?"" I've sorta responded to this one, but never really directly. The answer is, well, not really but kind of. 
Humans intake water though our digestive system. We have all sorts of crazy tools to remove water from waste products and waste as little as possible. This makes sense, we are essentially fish that are desperately trying to stay wet in a very dry world. So we drink water by putting it into the internal systems we have to absorb and withhold water. Fish live in water, so there's no need to pump it into the internal systems. 
Most fish absorb water from their surroundings, seeing as they live in water. Their gills can pump water into and out of their bloodstream, allowing them to stay hydrated. So, not really drinking per se, but they are intaking water. 
A weird side effect of this is that fish live in really two different common water scenarios, salt water and fresh water (Many in-betweens and exceptions but I'm going to ignore it). Check out the osmosis fact for more, but freshwater fish are going to be trying to slow water from coming into their body, while saltwater fish are trying to pump water in. Water always moves from less salty to saltier, so the insides of a fish in freshwater are saltier than the water they live in, and a fish in saltwater is less salty than the water they live in. So, they have to keep balance in opposite ways. Again, check out the osmosis fact for more.",
913896938355712051,2021-11-26 21:00:09.488000+00:00,A fish fry event in Tennessee.,https://cdn.discordapp.com/attachments/806614781083516958/913896938099855420/20264876_1388706131167344_2081531535412396766_n.png
913896522691796992,2021-11-26 20:58:30.386000+00:00,Some fried fish from a Texas Fish Fry. Not sure what species.,https://cdn.discordapp.com/attachments/806614781083516958/913896522222039111/IMG_0153-scaled-e1623681944487.png
913896317749690438,2021-11-26 20:57:41.524000+00:00,"Uhhhh I want to do a Black Friday fact because I thought that would be funny, but I couldn't find anything major, so let's talk about a good ol' fish fry. So a fish fry is a tradition of frying many fish to have a feast, usually with a group of people. Historically, this was done on Fridays, especially during Lent, as many Christians used to or still do abstain from most meat on Fridays during Lent  (fish being excluded as they are not warm-blooded) .  Lent is a time where Christians prepare for the celebration of Easter sorta, it's different in different traditions. Most often it begins on Ash Wednesday (don't really want to get into what that is) and ends right before Easter (the time when Christians celebrate the resurrection of Jesus).  
This tradition is especially strong in the United States, where Catholic, Lutheran, Anglican, and Methodist communities especially in the middle states use fish fries as social events. This tradition likely started during Lent has expanded to outside lent, where sometimes Fridays have become fish fry days even without having to abstain from other meats. 
As per the name, the fish is usually fried in oil. Most commonly in my experience, it is usually a freshwater species, catfish or tilapia, fried in oil or battered and then deep fried. Sometimes it has a ""potluck"" component, where attendees are expected to bring a dish to share. Apparently in coastal places they will use coastal fish such as cod, flatfish, or bream. I don't eat fish so the ones I've attended were overall pretty miserable affairs, but maybe someone enjoys them?",
913580193401163826,2021-11-26 00:01:31.606000+00:00,"We've already talked about them, but here's a lionfish, sometimes called a Zebra Turkeyfish.",https://cdn.discordapp.com/attachments/806614781083516958/913580192696508426/1920px-Pterois_zebra.png
913579886923378718,2021-11-26 00:00:18.536000+00:00,"Briefly for Thanksgiving, did you know that it's often estimated that over 1 billion people rely on the ocean as their primary source of protein? That's a lot of fish to eat. It's likely more people will be eating fish on today (thanksgiving in the USA) than will be eating turkey. Except that's every day. Some people even eat fish for Thanksgiving. As for the Thanksgiving myth that may have happened, it's actually more likely to have featured fish than turkey, most likely shellfish. (Yea I know shellfish are not fish) 
I don't like the taste of fish but here's a roasted salmon recipe that the internet says is good for it: 

Ingredients
1 whole salmon – Approximately 8 pounds, scaled and cleaned with the head and tail on (side note from me, try for farmed salmon maybe?)
4 leeks, trimmed of stems and halved lengthwise
4 oranges
1 red onion, cut into 1/8-inch slices
6 sprigs of fresh cilantro
1 cup of dry white wine
1 tablespoon of unsalted butter
1 teaspoon of salt
1/2 teaspoon of freshly ground black pepper
Directions
Pre-heat your oven to 400 degrees. Slice your leeks in half lengthwise and lay them on the bottom of a 12 x 18 jelly roll pan or half-sheet pan of a similar size.
Cut away the peel, pith (the white stuff under the peel), and outer membranes from two of your oranges, then slice them into 1/4-inch round slices.
Rinse salmon under cold water, clean out the cavity, and pat it dry with a paper towel. Cut 3 shallow slits through salmon’s skin, about 3 inches apart, on each side of fish. Season salmon cavity with salt and pepper.
Stuff the cavity with your fresh cilantro, sliced oranges, and sliced onion. Lay a piece of cheesecloth over the leeks in your pan, then lay the salmon on the cheesecloth. 
Juice the remaining two oranges into a small saucepan and boil over medium-high heat, then melt the butter into the juice. Brush the orange-butter mixture over the salmon, then place the pan into the preheated oven. 
Baste the salmon every 10 minutes with the orange-butter mixture until the skin is crispy and the meat is pink and firm – about an hour. Use foil to cover the fish’s head or tail if they start getting too dark.
When the salmon is done, remove the pan from the oven and pour wine into the pan to loosen the salmon if it has stuck. This also helps deglaze the pan to get the best flavors. 
Lift the fish, using the cheesecloth, onto a serving platter. Discard the cheesecloth, and serve.",
913203331994902558,2021-11-24 23:04:00.845000+00:00,"An Arrowtooth Flounder, a right handed flounder.",https://cdn.discordapp.com/attachments/806614781083516958/913203331751612426/unknown.png
913203128915087421,2021-11-24 23:03:12.427000+00:00,"A Petrale Sole, a right handed sole.",https://cdn.discordapp.com/attachments/806614781083516958/913203128768290877/unknown.png
913202912023416852,2021-11-24 23:02:20.716000+00:00,"An English sole, a left handed fish.",https://cdn.discordapp.com/attachments/806614781083516958/913202911792734218/unknown.png
913202738685431858,2021-11-24 23:01:39.389000+00:00,"I want to do another mention of the flatfishes, generally called an order, Pleuronectiformes. These are your Flounders, Soles, Halibuts, Turbots, Plaices, Dabs, and Brills. Generally they are fish that migrate their eyes from one side of their face to the other. If you wanna hear more about that check out the flatfish fact on 6/20/21.
So there were like a million names I listed there. You may wonder, what makes one fish a flounder, and the next a dab? Well, friend, I'll tell you. Nothing. No rhyme or reason at all it seems. Sometimes people like to say ""flounders eyes move to the right side while soles move to the left"" or something of the sort. Well that's not true. The Arrowtooth Flounder and the Petrale Sole are both right-eyed fish (oh god look where we are again the Petrale Sole's binomial name is Eopsetta jordani, named after, you guessed it, David Starr Jordan). 
A scientist in 1892 wrote ""The flounders and soles are abundant throughout the year. In general the name flounder is applied to most of the flatfish brought in except the best of the flounders which is called a sole. The confusion in names indicates how impossible it is to give an accurate account of the fish without scientific names."" 
And last but not least, a poem by one of my favorite fish authors, Milton Love. Titled: Soul Survivor: 
A sole sole on her soul did dwell,
""If I'm soul-less will I go to Hell?
  Thus conversly I wish
  To converse with an angelfish
I would then be in Heaven, truth to tell.""",
912858166973333534,2021-11-24 00:12:27.091000+00:00,Hummm... Don't like this much. I sorta want to caption each image. Back to message spam I go I suppose.,
912858018536902748,2021-11-24 00:11:51.701000+00:00,"Gonna try the multiupload this time... We'll see if I stick with it. Whoops messed up this google screenshot. Lightning striking the ocean in a long exposure shot. An icefish, the one with the clear blood.",https://cdn.discordapp.com/attachments/806614781083516958/912858017983246386/Why_dont_yes_apost.png https://cdn.discordapp.com/attachments/806614781083516958/912858018188783626/Lightening.jpg https://cdn.discordapp.com/attachments/806614781083516958/912858018465595442/01TB-ICEFISH1-videoSixteenByNineJumbo1600.jpg
912856619073814528,2021-11-24 00:06:18.043000+00:00,"So if you add an apostorophy to ""why don(')t fish"" you get a few new results I'd like to talk about! 
""why don't fish bleed"" uhhh, they do! Fish have blood and if you cut into them, they will bleed. There are a few species that have blood without hemoglobin, so their blood is clear, but they will still bleed. Sometimes when a fish gets cut, it bleeds very little, and that is because they have less blood vessels at the surface than mammals do. We use our blood to help with heat and to make sure our very dry outer layers still get oxygen. Fish don't worry about heat, and they live in water so don't worry about drying out. So when you cut a fish lightly, often they won't bleed until you get fairly deep. Also, fish are often small and simply have less blood, so that could be an explanation. 
""why don't fish feel pain"" They do, and acting like they can't is sorta silly. Without an adverse reaction to negative situations, they would not live for long. See fish feeling pain fact. 
""why don't fish freeze in Antarctica"" ooooo Remember the antifreeze blood fish?! Give that a search. Some fish do some crazy stuff to prevent freezing in below freezing water, like fill their blood with antifreeze chemicals. Check out that fact! 
""why don't fish get electrocuted"" Hum... They do and can be electrocuted. I think something that people are thinking about is when lighting strikes the ocean, why does it not kill all the fish? Well, the ocean is a fairly good conductor, and a massive ground or earth. So, when lighting strikes the surface, it will rapidly spread across the surface, killing most things there (don't swim during lighting friends). But, any of the current that goes into the water is basically spread out so quickly that it's neutralized, causing little harm to fish. This is a bit different for freshwater, but I'm tired so I'ma leave it there.",
912481330376359988,2021-11-22 23:15:02.245000+00:00,"Jordan Hall in Indiana University, Renamed in 2020. He has like a million things named after him, luckily it seems that most things are changing their names or just going away, like the Jordan prize which was discontinued in 2020.",https://cdn.discordapp.com/attachments/806614781083516958/912481330124709908/unknown.png
912480367682912306,2021-11-22 23:11:12.721000+00:00,The National Oceanic and Atmospheric Administration had a fisheries research vessel named after him for awhile. It was sold in 2010.,https://cdn.discordapp.com/attachments/806614781083516958/912480367288659998/unknown.png
912479532538290286,2021-11-22 23:07:53.607000+00:00,"Jordan Hall at Stanford University, now with his name scrubbed off of it to be Building 420.",https://cdn.discordapp.com/attachments/806614781083516958/912479532211138591/unknown.png
912479229202030612,2021-11-22 23:06:41.286000+00:00,"Okay, just briefly I guess he came up so I might as well talk about him. I don't like talking about him much because he's sorta the worst, but David Starr Jordan. His most famous contribution to ichthyology was Synopsis of Fishes of North America, a book he wrote in 1882, honestly not really the most exciting book. He was a prolific educator, and there are people even still today who take pride in the fact that the person who taught the person who taught them was taught by David Starr Jordan. 
Unfortunately, along with actual science, he also taught quite a bit about eugenics. So that's neat. He wrote many papers with titles like ""On Behalf of Racial Purity"" And ""The Blood of A Nation"" that are disgusting. He expressed many fears about what he called ""race degeneration."" Honestly real gross. Even worse, he taught these beliefs to college and high school students. He even had a hand in publishing the horrifyingly titled ""Sterilization for Human Betterment"" it contains even more horrors than the title lets on.
He also may have had a hand in the coverup of a murder, although it's sorta iffy. Jane Stanford (Yea, Stanford university Stanford) died on vacation to Hawaii, and the first person who looked at her body said she died of poisoning and that her death was a murder. Jordan himself went to Hawaii and hired a doctor who then said that she died of a heart condition.  He was president of Stanford at the time of her death, but was essentially fired from that position in 1916. It's generally accepted nowadays that she WAS murdered, but it's unknown why Jordan would have covered for the murder. 
He's done some other good things in his life, including helping teachers unions, leading the Sierra Club for a while. Most important to me, he was an early fighter of pseudoscience and unfounded claims, which was extremely needed in his time. Maybe more needed now. Anyway, that's quite enough about famous racist David Starr Jordan.",
912107553264140340,2021-11-21 22:29:46.837000+00:00,Famous racist (and fish biologist) David Starr Jordan.,https://cdn.discordapp.com/attachments/806614781083516958/912107552991498320/unknown.png
912107338100527125,2021-11-21 22:28:55.538000+00:00,The cover and the author.,https://cdn.discordapp.com/attachments/806614781083516958/912107337983074344/unknown.png
912107214406312038,2021-11-21 22:28:26.047000+00:00,"Okay, someone requested that I talk about the book that you see at the top of the search results, Why Fish Don't Exisit: A Story of Loss, Love, and the Hidden Order of Life. So, I haven't read it. I bet it's great. The title is, of course, referencing the fact the group we call fish really has no defined edges and is, for all intents and purposes really just a nice name we put on some very different creatures. ""Fish"" scientifically is not a valid concept. 
Apparently, the story itself is an autobiography of sorts, relating the authors search for a role model and finding famous fish biologist/racist David Starr Jordan. He was complicated I guess, and that's what the story is about? I may need to get this book and report back.",
911783097345908736,2021-11-21 01:00:30.518000+00:00,,https://cdn.discordapp.com/attachments/806614781083516958/911783097157169162/Why_dont_no_apost.png
911782889421701121,2021-11-21 00:59:40.945000+00:00,"Fish do a behavior called flashing that they use to scratch itches or knock things off of their bodies. This fish is doing that, but it sorta just looks dead. It's fine, I assure you.",https://cdn.discordapp.com/attachments/806614781083516958/911782889610436648/unknown.png
911782096664670308,2021-11-21 00:56:31.937000+00:00,"""why dont fish have eyelids"" well we already talked about that a bit in the previous fact, in the most easy form, they don't need them! 
""why dont fish have hair"" Well they don't really need this either. Mammals have hair to keep themselves warm mostly, and you'll remember that most fish don't worry too much about heat. Another reason for hair is sensing movement, but they don't need that either, they have their lateral line system.
""Why dont fish float"" Same response as why don't they sink! Swim bladders blablablah.
""why dont fish care about their bodies"" I don't know where this one is coming from... They do care about their bodies. What they do for self-care is way different than what humans do though, so it's understandable that people may think they don't. Protecting the body is important to survival, so they better care a bit. 
""why dont fish sink or float"" yeayeayea swim bladder blah blah blah see previous fact.",
911386431023349772,2021-11-19 22:44:17.897000+00:00,Almost forgot!,https://cdn.discordapp.com/attachments/806614781083516958/911386430729777223/Why_dont_no_apost1.png
911366056507998249,2021-11-19 21:23:20.234000+00:00,"Great White sharks famously have nictitating membranes. You can just barely see this one starting to close hers as she chomps on some bait left for her by researchers. Just as a personal note, I dislike the movie because of what it did to sharks, but whenever I see images of great white's eyes, I always think of the stupid moment in Jaws when the guy says ""Black---- Like a dolls eyes"" and it plays over and over again in my head.",https://cdn.discordapp.com/attachments/806614781083516958/911366055883055114/unknown.png
911365006656942111,2021-11-19 21:19:09.930000+00:00,A spooky image of a shark using it's nictitating membrane.,https://cdn.discordapp.com/attachments/806614781083516958/911365006812147762/unknown.png
911364732232024135,2021-11-19 21:18:04.502000+00:00,"Swim bladder, super simplified.",https://cdn.discordapp.com/attachments/806614781083516958/911364732039102534/unknown.png
911364580473724928,2021-11-19 21:17:28.320000+00:00,An image of a parrotfish woken up from its sleep-like state.,https://cdn.discordapp.com/attachments/806614781083516958/911364580196880495/unknown.png
911364388747902976,2021-11-19 21:16:42.609000+00:00,"Alright! As a request- another google autofill, ""why dont fish"". This is likely two questions and they are slightly different. ""why dont fish"" has slightly different in autofill results from ""why don't fish"", with the apostrophe. 
""why dont fish drown"" Fish have gills! The gills on a fish take the oxygen naturally dissolved in the water and use that to respire. It's like what we do on land, except rather than using air, mostly nitrogen with some oxygen, they use water, mostly water, just a tiny amount of oxygen. I've done like 5 fish facts on this one alone, check out the one about breaking the molecule of water (fish don't do that).
""why dont fish sleep"" Well, we don't know that they don't, in fact there's some evidence that they do. Just keep in mind that their brains are wayyyy different even in shape from ours, so the needs of their brains are not the same as the needs of ours.
""why dont fish sink"" It's complicated! Most frequently it’s because they have a swim bladder, a pocket of gas that they use to regulate their density to move up and down in the water. Some fish, like sharks use oils in their livers to do this. Some fish, on the other hand, DO sink. They lack either of those two adaptations, and live on the bottom. No need to float if you want to sink. For a cute example of a swim bladderless fish, check out my Orangethroated Darter fact! 
""why dont fish blink"" Well, most fish don't have eyelids, so they literally cannot. If you think about it, the main reason we blink is to keep our eyes moist. When you live in water, keeping moist isn't an issue. Some fish have something like an eyelid that serves the other purpose of an eyelid, protecting the eye. Some sharks have this, so their prey doesn't damage their eye as they are eating them. So some fish DO blink!",
911047138056732772,2021-11-19 00:16:04.150000+00:00,A screenshot from an unfortunate somewhat viral video of a parrotfish eating bread.,https://cdn.discordapp.com/attachments/806614781083516958/911047137817673738/unknown.png
911046965968650320,2021-11-19 00:15:23.121000+00:00,"A sketch of a fish eye, a lot like ours!",https://cdn.discordapp.com/attachments/806614781083516958/911046965737967666/unknown.png
911046902362013816,2021-11-19 00:15:07.956000+00:00,A weird diagram looking at fish vision.,https://cdn.discordapp.com/attachments/806614781083516958/911046902089412618/unknown.png
911046508680470549,2021-11-19 00:13:34.095000+00:00,,https://cdn.discordapp.com/attachments/806614781083516958/911046508290392084/Can_Google_autocomplete.png
911046400568074270,2021-11-19 00:13:08.319000+00:00,"""can fish see in the dark"" Sorta! Fish vision is usually better than ours for most species that live in places where water is easy to see in. However, fish are masters at using other senses to ""see."" Electrosensory organs, the lateral line, and smell/taste are all really good examples of this. Check out the fish senses facts! 
""can fish see water"" So I can't ask a fish, but I imagine the response is no, not really. Just like humans cannot ""see"" the air they look though, I would imagine fish cannot see the water they look though. I would guess that they can see the border between water and air though. 
""can fish smell"" Yea, usually. They have a developed chemosensory sense They do not, however, likely differentiate between a sense of smell and a sense of taste. 
""can fish see air"" I dunno! Probably, just like we can see the boarder between air and water, I would imagine they can see it. Their vision is adapted for being underwater though, and likely does not (for most species) work well when taken out of water. 
""can fish see color"" Yea, probably. Most fish have light sensing cells much like that of humans so they likely see about what we do. However, there are exceptions. 
""can fish drown in water"" I'm gonna just say yes on this one, if you want all the background and waffling about terminology, see previous fish fact. 
""can fish eat bread"" Yea probably, but they shouldn't. Most fish can ""eat"" basically anything that gets into their mouth. However, most fish are also adapted to eat things that they naturally find in their habitat. Bread is not natural, it's almost exclusively human made. Please don't feed wild fish bread.",
910674087863545867,2021-11-17 23:33:42.053000+00:00,Here's an image showing the lateral line! Small dots across the side of the fish!,https://cdn.discordapp.com/attachments/806614781083516958/910674087486038016/unknown.png
910673625953230868,2021-11-17 23:31:51.925000+00:00,Remember this image? Yep! Back to gills!,https://cdn.discordapp.com/attachments/806614781083516958/910673625714143282/unknown.png
910673415487246359,2021-11-17 23:31:01.746000+00:00,Here's the proof! Not sure why I need to upload these... It's not like you wont believe me.. They're done on a VPN'd Darkmode tab so they shouldn't be customized to me.,https://cdn.discordapp.com/attachments/806614781083516958/910673415659208715/Can_Google_autocomplete_1.png
910672983188701204,2021-11-17 23:29:18.678000+00:00,"I'm having a ton of fun with these autocomplete fish facts so I'ma keep going! This time I put in ""can fish"" and let autocomplete go. 
""can fish drown"" I mean, sorta. If you take oxygen out of water, a fish is, in a way going to drown. They need the Oxygen that is dissolved in water to survive. But, no, they aren't drowning in the same way a human does. We drown by flooding our lungs with water, they simply don't have lungs. Fish basically die as their body runs out of oxygen. Humans can have all sorts of lung garbage go on before they run out of Oxygen. 
""can fish feel pain"" Yes next question. Okay seriously, who thought that for some reason because it live in water pain is impossible? It's likely that pain is different to them, but it still incurs problems. I did a fact on this before. I've never read that book though, maybe I'll try and find it! 
""can fish hear"" Yes! More or less. Fish are diverse and some are better than others at hearing. They often sense sound differently than we do though, so I don't know if hearing is what I'd call it... Maybe just sound sensing? Check out the fact on lateral lines for more info on that one.",
910308273821999145,2021-11-16 23:20:05.189000+00:00,A tang probs looking for algae.,https://cdn.discordapp.com/attachments/806614781083516958/910308273385787502/unknown.png
910308046884974643,2021-11-16 23:19:11.083000+00:00,"A bonnethead, maybe gonna chomp on some grass?",https://cdn.discordapp.com/attachments/806614781083516958/910308046096449556/unknown.png
910307870023753728,2021-11-16 23:18:28.916000+00:00,A fish stick.,https://cdn.discordapp.com/attachments/806614781083516958/910307869398827028/unknown.png
910307744463089724,2021-11-16 23:17:58.980000+00:00,,https://cdn.discordapp.com/attachments/806614781083516958/910307742747603024/Are_Google_autocomplete.png
910307656764370974,2021-11-16 23:17:38.071000+00:00,"More! Google Autocomplete. 
""Are fish sticks healthy."" This isn't really my realm of knowledge, but it seems like the majority of folk who know say no. Fish sticks often contain a lot of breading and are fried in oil, giving them some heavy doses of trans-fats. As always with diet, in moderation they could be fine though.
""Are fish omnivores"" Yea, some are. Not all for sure though. Some fish do eat plants and animals, in fact, some sharks even do! Check out the bonnethead fact. 
""Are fish herbivores"" Humm... This is a bit tougher, as I don't really think that a pure herbivore exists, most fish will usually eat meat if it happens to be easy or is harder to remove otherwise. Herbivores like Tangs will eat meat if it comes to them.. So yea, there are Herbivores, but not perfect herbivores. Who is perfect though, anyway?
Well I thought I would end there... But there's only one more ""Are fish invertebrates"" This is another by definition, no. Check the fish backbone fact for more!",
909954388951457842,2021-11-15 23:53:52.461000+00:00,"A confusing image showing animal groups, but you'll notice that fish are not in the reptile nor the mammal group.",https://cdn.discordapp.com/attachments/806614781083516958/909954388603314256/unknown.png
909954167559319573,2021-11-15 23:52:59.677000+00:00,"Thermal image of an Opah, an unfortunate exception to the cold-blooded rule.",https://cdn.discordapp.com/attachments/806614781083516958/909954167710294036/unknown.png
909953896288505916,2021-11-15 23:51:55.001000+00:00,A tree of like to show that fish are animals.,https://cdn.discordapp.com/attachments/806614781083516958/909953895978131536/unknown.png
909953557149663283,2021-11-15 23:50:34.144000+00:00,Here's the questions we covered for today ! More to come for sure. Ignore the red dot I'm bad at using paint. 😦,https://cdn.discordapp.com/attachments/806614781083516958/909953556952539176/Are_Google_autocomplete_1.png
909953493656301619,2021-11-15 23:50:19.006000+00:00,"Okay, I'm gonna start a chain of fishfacts that will likely be fairly similar, but I think they sound found. I’m gonna try and respond to some google autocomplete questions. I'm gonna make some choices on what I want to write for some of these, so don't expect like 100 questions a fact, I may just do one. 
Let’s go! I'm gonna start with ""are fish.""
""Are fish animals"" yes! There are many ways to define animal, but fish fall correctly into the animal group every time. In 2015 the ""7 kingdoms"" of life were stated (please don't yell at me if you know the controversy behind the 7 kingdoms I know) and they are Bacteria, Archaea, Protozoa, Cromista, Plantae Fungi and Animalia. All fish by our definition are in Animalia.
""Are fish cold-blooded"" Uhhh it's complicated. Depends on what you call cold blooded, and depends on how many exceptions you're willing to make. See past fish fact about cold-bloodedness. 
""Are fish mammals"" No! That one is easy. An argument could be made to say that Mammals are fish, but not the other way around. Mammals have hair or fur, are warm-blooded, most are born alive, and the young are fed milk produced by the mother's mammary glands. Fish by definition fail almost all of those. 
""Are fish reptiles"" No again! An argument could be made that reptiles are fish, but not the other way around. Reptiles’ bodies are completely covered with scales, are cold-blooded, produce shelled eggs or bear live young, fertilize eggs internally, and all species of reptiles have at least one lung. Fish fail most of these, although some they could pass if you squint. 
""Are fish Vertebrates"" Yes! By our definition they are. See the fish defining fact. 
""Are fish warm-blooded” I mean, not usually. Sometimes but not usually. See fish fact about warm bloodedness.",
909578333652680744,2021-11-14 22:59:33.891000+00:00,Here's some of the food. I don't think they serve rockfish at all?!,https://cdn.discordapp.com/attachments/806614781083516958/909578332738293810/unknown.png
909578084003500054,2021-11-14 22:58:34.370000+00:00,Here's the logo.,https://cdn.discordapp.com/attachments/806614781083516958/909578084125122640/unknown.png
909578017242755072,2021-11-14 22:58:18.453000+00:00,"One more rockfish fact for now! So there's also a food place called Rockfish Seafood and Grill. Looks like it's mostly Texas. I've never seen one, and never eaten there. Odd that Texas Gets it when they have no Sebastes species. Honestly looks a LOT like Bonefish, like maybe even a knockoff.",
909252891330629662,2021-11-14 01:26:22.395000+00:00,"Flag Rockfish, sometimes called the most beautiful rockfish.",https://cdn.discordapp.com/attachments/806614781083516958/909252890990886922/Sebastes_rubrivinctus_1.png
909252729581502464,2021-11-14 01:25:43.831000+00:00,A grass rockfish.,https://cdn.discordapp.com/attachments/806614781083516958/909252729027833856/F304-Grass-Rockfish-3.png
909252540099616809,2021-11-14 01:24:58.655000+00:00,"Japanese seaperch, of course, a type of rockfish.",https://cdn.discordapp.com/attachments/806614781083516958/909252539977973770/KuroMRyg.png
909252275732611092,2021-11-14 01:23:55.625000+00:00,"More rockfish! So rockfish in the past were mostly longline fished, they will bite basically anything that sparkles, making things like shiny pieces of metal attached to hooks a good thing to catch them with. Some people claim that they can be caught on only a hook. However, as per what most humans do, fishing for them degraded to just netting them using huge nets scraping on the bottom. This of course crashed the fishery and it is still struggling to recover. Many of the fish that are caught are very old, some live over 100 years. At times, rockfish were discarded in favor of other species, basically throwing away 100-year-old fish, dead. A bit sad. There's a story of lines of fish miles dead behind some fishing boats.  Assuming a fish every about 50 feet that would be like 1000s of years of fish dead behind boats. 
Generally, the lighter colored fish, especially the red and yellow colored fish would fetch higher prices, and would usually all be called ""reds"" while the darker colored fish would be called ""Junk."" There is no difference between the two shades of fish in taste. There are even some stories stating that darker colored fish were more ""preferred"" buy some cooks. This was usually blatant racism, I.E. ""Grass rockfish are a favorite of Jewish cooks."" A direct quote from ""How to fish the pacific coast.""",
908814222773870662,2021-11-12 20:23:15.661000+00:00,A colored image of one without them.,https://cdn.discordapp.com/attachments/806614781083516958/908814222400585748/Sebastes_flavidus.png
908814111050190870,2021-11-12 20:22:49.024000+00:00,A black and white photo of a yellowtail rockfish with some of those lesions.,https://cdn.discordapp.com/attachments/806614781083516958/908814111217950770/S-flavidits-with-mild-melanophore-hyperplasia-Bar-5-cm_Q320.png
908813824889602138,2021-11-12 20:21:40.798000+00:00,A Treefish.,https://cdn.discordapp.com/attachments/806614781083516958/908813824247865364/1920px-Treefish.png
908813765301125151,2021-11-12 20:21:26.591000+00:00,A goldeye rockfish.,https://cdn.discordapp.com/attachments/806614781083516958/908813764709736468/1920px-Sebastes_thompsoni.png
908813609226874902,2021-11-12 20:20:49.380000+00:00,"So, now that I'm on rockfish, I am want to do so many more rockfish facts. So, rockfish oddly are usually considered a member of the order Scorpaeniformes, a bit less common that your everyday perciforms, one of the main groups of fish we look at. Red snappers are members of the Perciforms, so it's interesting that they can be passed off as one another. They sit in Scorpaeniformes with the rest of the scorpionfish. 
The name Sebastes means magnificent, and refers to their brilliant colors. Unfortunately, they are speciating and diversifying at an alarming rate. Well alarming for scientists, they're struggling to keep up. New species are found often, usually by seeing differences in small traits. Unfortunately for scientists, once they notice this that means that any research, they've done on a group of individuals thinking that they were the same species then has to be parsed as to whether it was from one species or the other. 
If you've ever been fishing for rockfish, you have probably seen one with a weird black growth on them. These are common in the whole group. They are officially called hyperplastic and neoplastic lesions, and they are weird melanophores that seem to have gone wrong for some reason. We don't know what causes them, or if it hurts the fish. We do know that fish with these lesions are still safe to eat.",
908479918013288529,2021-11-11 22:14:51.195000+00:00,A tiger rockfish!,https://cdn.discordapp.com/attachments/806614781083516958/908479917811957800/Sebastes_nigrocinctus.png
908479846361989231,2021-11-11 22:14:34.112000+00:00,This rockfish Is called a Cowcod.,https://cdn.discordapp.com/attachments/806614781083516958/908479846043238440/Sebastes_levis.png
908479733577187379,2021-11-11 22:14:07.222000+00:00,A Starry rockfish!,https://cdn.discordapp.com/attachments/806614781083516958/908479733220667502/Starryrockfish_300.png
908479646083973180,2021-11-11 22:13:46.362000+00:00,The beautiful Copper Rockfish.,https://cdn.discordapp.com/attachments/806614781083516958/908479645136080916/Sebastes_caurinus_1.png
908479591021150278,2021-11-11 22:13:33.234000+00:00,Here's a Gopher Rockfish.,https://cdn.discordapp.com/attachments/806614781083516958/908479590564003900/Sebastes_carnatus.png
908479514269601822,2021-11-11 22:13:14.935000+00:00,So many rockfish. This guy is a Kelp Rockfish.,https://cdn.discordapp.com/attachments/806614781083516958/908479513489457182/Sebastes_atrovirens.png
908479389359042571,2021-11-11 22:12:45.154000+00:00,"Rockfish! So this is sorta a request, but I'm gonna take it in a weird direction. Rockfish refers to a ton of different fish. Here in the US, the main fishes called rockfish are in the Genus Sebastes. This is a HUGE group. Mostly in the Pacific with only a few representatives from other oceans, the most species are in the northern parts of the pacific, On the US side from Northern California to Alaska,  including British Columbia. On the other side from about Japan North to Alaska. They mostly eat meat, feasting upon the coastal upwelling's bounty. 
Near the shores in the Pacific you get coastal upwelling, where cold, deep, nutrient rich water gets pushed up to the surface. This makes the coastal areas in the North Pacific really cool, and leads to lots of animals living just off of the coast. The genus of rockfish we're looking at covers 109 species alone, most of which are found there! Diets usually consist of smaller fish and inverts.
They are eaten by humans, and are commonly fished. Some of them overfished, leading to protections. Oddly, some species look like the much more expensive Red Snapper, and have been fraudulently passed off as such.",
908148536560984116,2021-11-11 00:18:03.700000+00:00,"A famous member, the Great Northern Tilefish caught in a net.",https://cdn.discordapp.com/attachments/806614781083516958/908148536758136832/unknown.png
908148354289123358,2021-11-11 00:17:20.243000+00:00,Many like to burrow! Sometimes they'll form little villages with their burrows. Here's one inside of a burrow at night.,https://cdn.discordapp.com/attachments/806614781083516958/908148353844535359/unknown.png
908148184822472814,2021-11-11 00:16:39.839000+00:00,Some cooked and ready to eat red tilefish... Don't eat too much!,https://cdn.discordapp.com/attachments/806614781083516958/908148184289775636/unknown.png
908148056673910804,2021-11-11 00:16:09.286000+00:00,"Here's a good example of a tilefish, the Blue Blanquillo .",https://cdn.discordapp.com/attachments/806614781083516958/908148056145416242/unknown.png
